Date(UTC),Transaction Fee,Average Gas Used,Chaindata Size,Blocktime,Address Growth,Price (USD),Ether Supply,Hashrate,Average Gas Limit,Average Gas Price,Ether Supply Growth,Block Reward,Block Difficulty,Block Size,Transactions,Uncle Count
9/22/2016,63146131938337513001,2410972590,38158322873,15.04,606968,13.11,31605.625,5071.3503,4288910,21998293790,84235955.1875,5746,71.32300000000001,1876,52657,848
9/23/2016,49030931372571524370,1357490092,38633923908,13.87,608507,13.36,34280.0,5305.6755,1002439,36520780497,84270235.1875,6226,72.67,1280,35219,868
9/24/2016,71029474725981245269,2289308086,38641515776,14.71,610118,12.91,33324.84375,5103.0049,1171866,33231902597,84303560.03125,5877,74.211,1526,43418,1103
9/25/2016,67140201093604435874,1747816446,38634529094,13.79,612211,13.05,34390.46875,5555.4792,1499421,38650733832,84337950.5,6267,75.468,1387,38713,863
9/26/2016,115639205560856530734,2542248908,39009632230,14.79,613935,12.89,32130.78125,5200.9835,1499865,43188170153,84370081.28125,5843,75.443,1545,43514,877
9/27/2016,98540752097509906085,2632786474,39005831082,14.27,615620,13.09,35284.375,5120.341,1500023,35880566234,84405365.65625,6053,71.52199999999999,1661,46817,1436
9/29/2016,41279258006037078590,1396207408,39329324106,14.11,618271,13.17,32313.4375,6022.4118,1499913,30521640536,84437679.09375,6126,83.711,1442,40416,462
9/28/2016,68132691127373095818,2175515747,39331459549,14.15,620099,13.3,32403.4375,5846.2348,1499957,31053957466,84470082.53125,6106,81.37899999999999,1561,42797,522
9/30/2016,40259026793623915521,1272668731,39327258537,14.37,622544,13.24,31623.28125,5880.2036,1499703,29817386069,84501705.8125,6008,83.323,1437,35836,433
10/1/2016,91389499897984898825,3985836244,39819927941,14.96,624508,13.21,34478.59375,5152.6442,1500303,27851144123,84536184.40625,5780,76.304,1810,53076,1507
10/2/2016,87475216665960308812,3743242598,39803680052,14.04,627061,13.23,35760.78125,5483.6261,1499492,29274270351,84571945.1875,6068,76.005,1687,51105,1445
10/3/2016,65927532636905010582,2717406813,40258969084,13.85,629658,13.45,33274.53125,5953.6984,1499443,28921116127,84605219.71875,6204,81.561,1719,47672,661
10/4/2016,85367792949644448074,3246134901,40261505173,14.13,653826,13.32,32051.40625,6202.7305,1499001,25719466740,84637271.125,6077,86.514,2192,56662,533
10/5/2016,64165744488147136203,2866971417,40571425836,14.69,656302,13.09,33081.5625,5577.4987,1498534,25204877308,84670352.6875,5817,80.8,1802,41719,1234
10/6/2016,50258108900544569513,2310816610,40571912878,14.44,659011,12.87,32841.875,5922.4732,1498143,23383154022,84703194.5625,5953,83.821,1938,36826,896
10/7/2016,53569770251353219787,2421130656,40846083652,14.4,661379,12.68,36551.875,4970.4163,1495809,23148248452,84739746.4375,5887,69.908,4119,43708,2044
10/8/2016,56380561903481824862,2565205408,40846139666,13.73,664537,12.24,36094.6875,5604.5061,1497289,23382156317,84775841.125,6200,76.211,5429,37690,1394
10/9/2016,60023570060568614264,2711943257,40846104147,14.17,667329,12.06,33425.625,6061.2059,1497217,24293403159,84809266.75,6049,84.95100000000001,5683,43940,880
10/10/2016,54636689680294807760,2467479630,41262474551,14.16,686320,11.74,33130.9375,6191.8909,1495837,23808820587,84842397.6875,6041,86.427,12725,44940,814
10/11/2016,39198654612373600556,1564187991,43778203178,14.2,692167,11.75,32479.53125,6396.5054,1495918,24289033632,84874877.21875,6050,89.686,2762,41053,633
10/12/2016,44186463139076410933,1522678013,53315681193,14.48,700440,11.77,33092.65625,5894.3176,1496324,26037096488,84907969.875,5910,84.156,1248,30002,969
10/13/2016,112658501136159021865,1418138280,61300010279,13.94,716073,12.02,34826.25,5992.5502,1495940,74508549155,84942796.125,6114,82.198,1306,32244,1208
10/14/2016,75246620265021985030,1486426699,63399994560,14.13,728429,11.9,32913.75,6610.6347,1222433,47491822159,84975709.875,6079,91.991,1400,42006,708
10/15/2016,69082723000072803643,1040206098,64468842497,14.25,731881,11.96,32207.1875,6775.8615,500409,67021626922,85007917.0625,6027,95.454,1236,33662,582
10/16/2016,66997100411559823459,990865611,67147585281,14.2,736985,11.93,32930.3125,6765.6017,500401,64860315135,85040847.375,6055,95.16799999999999,1297,34990,746
10/17/2016,71539503368285341607,1078574284,69294346724,14.39,741716,11.98,32377.8125,6470.6153,500238,62917625993,85073225.1875,5959,92.15700000000001,1377,38136,718
10/18/2016,96863274723574532209,1704303900,70895103226,14.0,746368,12.5,33320.3125,6728.4087,777144,56109104953,85106545.5,6119,92.932,1747,51898,758
10/19/2016,92764121622822552786,4085729321,71397468124,14.74,747915,11.98,33149.6875,6385.8647,2846462,26727015004,85139695.1875,5774,92.35799999999999,1638,38497,1178
10/20/2016,54944965621889102239,2271887910,71397548746,13.65,749504,12.05,34529.0625,6900.1594,1657755,28388678071,85174224.25,6298,92.825,1466,43438,842
10/21/2016,41964566912987050529,1538319822,71890396428,14.11,751013,12.07,32126.875,7307.962,1203674,27327186756,85206351.125,6097,102.156,1724,57780,464
10/22/2016,27659672600377352118,1087705458,71887202113,14.24,752751,12.06,31702.65625,7382.1642,1294716,25568419660,85238053.78125,6041,103.794,1357,37772,425
10/23/2016,26363036841796786687,1003447161,71886506953,14.38,754105,11.95,31331.875,7219.1314,1997458,27189463354,85269385.65625,5993,102.34100000000001,1292,35364,388
10/24/2016,48590630046022500452,1752086955,72797415507,14.15,755748,11.93,32061.875,7277.3711,1999236,26738598194,85301447.53125,6065,101.691,1791,52547,488
10/25/2016,43196156298486067810,1595508580,72373090825,14.26,758849,11.38,31664.53125,7459.7244,1999259,25467763116,85333112.0625,6028,104.669,1675,47610,425
10/26/2016,35289184982693484187,1320784021,72863466673,14.13,760844,11.5,31956.875,7503.7485,1999273,24766803093,85365068.9375,6096,104.78399999999999,1550,45158,416
10/27/2016,33344290945122729147,1288784933,72877144494,14.29,762714,11.43,31445.0,7438.5065,1999209,25335805631,85396513.9375,6018,104.65899999999999,1518,44353,384
10/28/2016,35892081342196328565,1281666893,72857888532,14.49,765038,11.08,31079.0625,7120.6124,1999189,26393346615,85427593.0,5943,101.735,1472,41522,382
10/29/2016,31122481768926020316,1103589525,73524110035,15.16,766865,10.39,29629.53125,5695.7524,1999048,26931401011,85457222.53125,5668,85.036,1461,40011,361
10/30/2016,30591477670535070877,1149072616,73350084962,14.18,768687,11.22,31960.46875,5454.259,1999102,25710654068,85489183.0,6059,76.37,1422,39435,467
10/31/2016,33414825530357852866,1338772706,73351915560,14.12,770540,10.91,32021.25,5869.6806,1999056,24958279875,85521204.25,6092,81.664,1536,45031,436
11/1/2016,41192685889813888271,1473547479,73833596330,14.75,772838,10.75,30498.4375,5051.2126,1999027,27306724366,85551702.6875,5839,73.351,1689,49025,362
11/2/2016,29197535737174571549,1195992854,73856575650,14.46,777832,10.82,31142.03125,4531.1125,1998359,24483859111,85582844.71875,5952,64.719,1497,43519,381
11/3/2016,29703140267934439857,1175802179,74349309393,14.46,779820,10.86,31215.9375,4313.7141,1998698,24961749448,85614060.65625,5950,61.515,1471,42346,410
11/4/2016,21701363740615475318,909734105,74335837519,14.58,781449,11.13,30923.59375,3971.1034,1998811,23953353775,85644984.25,5904,57.16,1262,32572,391
11/5/2016,24598063675717145303,1010144475,74342321998,14.33,782988,11.11,31424.53125,3751.7897,1998836,24196990421,85676408.78125,5996,53.005,1358,37690,405
11/6/2016,23282718881160964652,961866815,74825341552,14.17,784678,10.97,31800.15625,3688.7432,1998560,24064007293,85708208.9375,6054,51.647,1289,34391,421
11/7/2016,29029823132227692855,1155660767,74825539282,13.6,786489,10.9,33259.0625,4362.9653,1998737,24556000429,85741468.0,6315,58.599,1399,41941,470
11/8/2016,31468343128774329074,1287625339,74816032916,13.97,788550,10.86,32327.1875,4893.0046,1998842,24358801328,85773795.1875,6159,67.264,1476,41569,426
11/9/2016,34985425585907514812,1396745204,75310445624,14.49,791024,10.64,31002.34375,4786.721,1998969,25674126403,85804797.53125,5924,68.501,1484,40517,383
11/10/2016,35377435568150123235,1345345017,75299470050,14.4,793001,10.52,31210.78125,4399.0135,1998946,24703835063,85836008.3125,5966,62.532,1492,40164,385
11/11/2016,44235781586002046695,1309985453,76006812560,14.37,795241,10.29,31339.375,4285.9637,1998527,28889390493,85867347.6875,5992,60.582,1462,41070,384
11/12/2016,30717758394736034091,1173857840,75789155742,14.12,797064,9.96,31950.0,4355.3253,1999114,25243993965,85899297.6875,6086,60.465,1426,40882,424
11/13/2016,33926470962063717910,1300556775,75794949908,13.85,799460,10.13,32424.21875,4718.0689,1998932,25168748733,85931721.90625,6203,64.65100000000001,1468,43673,395
11/15/2016,37027398102218795216,1415927265,76290846167,14.33,801577,10.22,31437.03125,4926.4165,1998874,24586128040,85963158.9375,6006,69.61,1577,45330,393
11/14/2016,38314562568488063803,1454676000,76296053799,14.13,803432,10.0,31884.21875,4872.7435,1998511,24969184273,85995043.15625,6067,68.109,1576,43876,431
11/16/2016,34924240184009535107,1307260877,76276047592,14.21,805304,10.01,31581.40625,4858.6238,1998890,24746018974,86026624.5625,6045,67.943,1481,41684,377
11/17/2016,30428800013697696775,1193953855,76783728500,14.61,807112,9.95,30808.59375,4660.1084,1998694,24334480804,86057433.15625,5868,66.53,1476,40738,415
11/18/2016,34701169488084363494,1340958763,76788219124,13.67,809162,9.53,33100.78125,4933.6367,1997356,24779293462,86090533.9375,6289,66.438,1514,43785,465
11/19/2016,27900216826074273207,1103106990,77271406416,13.92,810733,9.7,32331.09375,5252.2465,1996428,24367796634,86122865.03125,6150,71.949,1375,39289,431
11/20/2016,32596468833022052914,1263031869,77271521312,13.87,812403,9.57,32460.15625,5747.4276,1997325,24297865025,86155325.1875,6179,78.335,1473,42125,425
11/21/2016,35251511680659518560,1349827967,77267824407,14.12,814569,9.56,31811.5625,6067.3139,1997295,24827550548,86187136.75,6073,84.45,1537,42735,398
11/22/2016,38094845805446734644,1568306298,77741523239,14.47,816176,9.84,31177.5,5664.3154,1997825,23329377849,86218314.25,5922,81.078,1708,53585,424
11/23/2016,82229077971292274143,3254628695,81634578993,14.5,817840,9.78,32625.625,5299.0298,2034874,24571404785,86250939.875,5837,75.589,1950,64289,916
11/24/2016,58893292411189924047,2211281024,83803880253,14.44,819485,9.22,32397.65625,5416.4349,3224321,27981297065,86283337.53125,5914,68.111,1424,36861,793
11/25/2016,59809748043842700329,2334154461,86985173042,14.13,840006,9.39,33434.84375,5623.5357,3299571,24440853301,86316772.375,6111,65.987,1767,58075,831
11/26/2016,72598881230528793896,2821246160,90209816010,14.56,843172,9.34,32495.9375,5881.8116,3299530,24641800522,86349268.3125,5938,69.017,1501,40804,778
11/27/2016,114916050187407607170,4447039191,96097198220,14.53,845997,8.91,33711.09375,5584.128,3299028,25256371561,86382979.40625,5945,65.524,1703,44449,1107
11/28/2016,122219275573189667981,4699460436,102016186899,14.3,847709,8.66,33939.84375,5765.2583,3299394,25726139305,86416919.25,6042,67.65,1731,48388,1039
11/29/2016,101589444818714041758,3918288751,105781418116,14.43,849474,8.18,32971.09375,5881.2257,3299547,25163119754,86449890.34375,5988,69.01,1692,47036,843
11/30/2016,35319840146868767397,1448305639,106296449271,14.26,851332,8.59,31840.0,5904.5764,3293862,23375317675,86481730.34375,6061,69.28399999999999,2209,39178,436
12/1/2016,27223136520090244551,1179561410,106298286684,14.27,852988,8.44,31748.28125,5991.9926,3292451,22785340768,86513478.625,6057,70.31,1407,37121,417
12/2/2016,28081757219806350656,1219699612,106306842501,14.22,856233,7.65,31796.40625,6073.4179,3291199,23095222285,86545275.03125,6075,71.265,1462,41642,401
12/3/2016,25910085196639703203,1114755125,106770237584,14.0,862630,7.9,32116.40625,6099.6118,3290780,22832490174,86577391.4375,6160,74.253,1404,41357,373
12/4/2016,26259067852262250200,1131598024,106785253122,14.4,868190,7.54,31172.5,5331.2802,3291411,22644586389,86608563.9375,5983,75.672,1403,39643,356
12/5/2016,31260227778687816479,1245472147,106782421285,14.34,874903,6.69,31234.6875,5198.7468,3926785,23613848731,86639798.625,6004,73.601,1491,41613,346
12/6/2016,34724190362202270091,1416816699,107237196942,14.09,877485,7.61,31975.625,5148.711,3997425,23636815655,86671774.25,6089,71.207,1615,48200,424
12/7/2016,34986830893400990279,1404643653,107242826535,14.17,879373,8.35,31710.625,5264.3617,4001886,23374892164,86703484.875,6073,73.643,1523,41757,376
12/8/2016,792488980472847617318,1238511280,107245332444,14.03,881066,8.3,32094.0625,5523.1193,4006060,939588332579,86735578.9375,6125,76.369,1416,39587,418
12/9/2016,31427944831704979055,1332538357,107709588428,14.22,882875,8.52,31660.625,5658.9104,4005990,22949471336,86767239.5625,6050,79.28,1502,41444,396
12/10/2016,29027316459710687448,1210059849,107702828045,14.16,886258,8.09,31676.40625,5798.285,4005120,22755035263,86798915.96875,6075,80.985,1428,40564,369
12/11/2016,36802824752362151712,1630402551,107707823955,14.11,888937,8.2,31782.03125,5946.0499,4005638,23102362744,86830698.0,6098,82.93799999999999,1681,39164,365
12/12/2016,31236666299979217642,1262373967,108201802137,14.35,890669,8.45,31339.375,5719.9028,4012790,23597952573,86862037.375,5999,80.878,1477,38741,384
12/13/2016,30964451383760047750,1328681874,108201634025,14.17,892266,8.4,31810.0,5874.665,4008647,22648901910,86893847.375,6070,82.22399999999999,1538,44664,412
12/14/2016,34886653378922419663,1460654618,108201353020,14.14,895504,8.23,31850.46875,5861.5044,4010315,22618352558,86925697.84375,6080,81.678,1835,47294,407
12/15/2016,34427867607164909959,1390060373,108670937708,14.33,899270,7.76,31367.8125,5827.1006,4009752,23094151934,86957065.65625,6001,82.53399999999999,1582,46102,382
12/16/2016,30594388154557096390,1291609871,109608559217,14.15,901155,7.85,31756.40625,6031.5534,4010738,22992393242,86988822.0625,6075,84.13799999999999,1506,43953,385
12/17/2016,32801700786191403698,1235492184,108647331276,14.07,904251,7.66,31962.34375,6102.0636,4007103,23595023607,87020784.40625,6116,84.53399999999999,1418,39442,395
12/18/2016,27723246559895049134,1106211073,109133450436,14.13,906316,7.89,31892.5,6284.0681,4004408,23992718388,87052676.90625,6096,87.76,1345,36640,396
12/19/2016,36451357768973606076,1495809320,109142785193,14.27,908427,7.61,31470.46875,6324.846,4004278,23123514564,87084147.375,6032,88.902,1616,45599,371
12/20/2016,43901597465334609193,1527558481,109141427187,14.19,910765,7.59,31668.90625,6478.8654,4008755,24119840003,87115816.28125,6069,90.508,1536,44241,373
12/21/2016,54747365402673830874,1796300581,109609898529,14.19,912667,7.87,31592.96875,6449.9952,4006388,23592292635,87147409.25,6070,90.111,1769,50793,351
12/22/2016,38844405597480919257,1695203949,109621673496,14.42,921440,7.64,31074.0625,6219.3619,4005071,20481256826,87178483.3125,5956,88.552,1762,55173,362
12/23/2016,29673669189633578030,1339317925,109604842393,14.43,925590,7.16,31117.34375,5797.7449,4005530,21893017280,87209600.65625,5954,82.166,1522,44391,379
12/24/2016,25817525349092126220,1110435549,110099829508,14.33,927358,7.23,31326.875,5435.8074,4005314,22905581735,87240927.53125,6006,76.928,1361,37757,364
12/25/2016,24217901540017729787,1044011922,110083185534,14.07,928670,7.19,32008.4375,5672.4506,4005173,22736759512,87272935.96875,6127,78.75,1317,36601,390
12/26/2016,23120413010232811283,1001482192,110096277689,14.18,930087,7.21,31644.6875,5906.7133,4004528,22814139095,87304580.65625,6066,82.52799999999999,1294,34565,370
12/27/2016,36398134576455099831,1432239709,110685034610,14.38,931796,7.15,31226.5625,5725.5243,4002387,23152519818,87335807.21875,5998,80.947,1558,42370,346
12/28/2016,31575304426588826066,1356040583,110766735140,14.19,933815,7.57,31571.40625,5703.598,4003240,22822250696,87367378.625,6056,79.482,1531,43386,365
12/29/2016,40700293206458891043,1632342826,110527344963,14.12,936427,8.21,31818.75,5621.4968,4002971,23046273651,87399197.375,6082,78.498,1678,46546,396
12/30/2016,44810910765726428450,1553149651,111208196360,14.17,938850,8.16,31681.5625,5670.0348,4003148,22836679784,87430878.9375,6063,78.99600000000001,1623,44561,382
12/31/2016,28598800805711720561,1267201745,111018179804,14.34,941811,8.05,31228.125,5739.8584,4005641,22450276633,87462107.0625,5993,81.07300000000001,1544,41220,356
1/1/2017,25262224854177027598,1122085141,111013448288,14.09,943417,8.14,31748.28125,5746.3882,4004494,22502464773,87493855.34375,6111,79.895,1390,38730,337
1/2/2017,28118341055529409329,1200378294,111018529096,14.21,945665,8.33,31530.78125,5772.7032,4005192,22989772352,87525386.125,6058,80.59100000000001,1458,39652,353
1/3/2017,40245343098687603577,1725017707,111500445277,14.28,948326,9.59,31523.28125,5701.1528,4004606,23220439902,87556909.40625,6035,80.545,1627,45883,385
1/4/2017,39504583436605983867,1722856381,111509076416,13.99,951853,10.88,32099.53125,6330.766,4004246,23038159919,87589008.9375,6141,87.318,1717,50673,393
1/5/2017,34857577903488731517,1531231916,111966118181,14.1,955172,10.2,31817.03125,6451.8286,4004576,22939235415,87620825.96875,6091,90.096,1676,49596,381
1/6/2017,31319076402295599237,1346979886,111968933181,14.32,958484,10.07,31359.53125,6519.8016,4005286,23009819425,87652185.5,6009,91.837,1593,43804,373
1/7/2017,30184494073781288105,1339394826,111972902786,14.09,961114,9.78,31895.0,6730.0143,4004812,22843513981,87684080.5,6108,93.445,1570,43622,388
1/8/2017,33024227832090476133,1452349378,112454171665,14.13,963314,10.27,31684.375,6777.3147,4005788,22998988736,87715764.875,6074,94.53399999999999,1557,42727,372
1/9/2017,35919169690070732630,1557850735,112441660149,14.16,965736,10.2,31750.3125,7001.3724,4006987,23091635207,87747515.1875,6082,97.382,1595,46188,378
1/10/2017,38709404013881217984,1666781505,112439109122,14.27,968054,10.55,31349.375,6997.2239,4003798,22532703925,87778864.5625,6030,98.72200000000001,1686,48179,344
1/11/2017,34634134307247943159,1526928420,114775891199,14.24,970329,9.83,31522.96875,7054.4628,4004492,22676639926,87810387.53125,6047,99.096,1591,45221,367
1/12/2017,37083060660754731459,1613483109,112875357261,14.21,973959,9.81,31556.71875,7142.7291,4007178,23040753981,87841944.25,6056,99.976,1697,50589,367
1/13/2017,35782731983713529211,1614122156,112876034556,14.1,977582,9.78,31730.3125,7277.2919,4007972,22119879499,87873674.5625,6106,101.35600000000001,1729,50833,346
1/14/2017,28739323359416135537,1276527305,113374446848,14.18,981025,9.78,31478.125,7334.4015,4005799,22409886093,87905152.6875,6067,102.51700000000001,1499,42044,328
1/15/2017,29981494275967727621,1333535915,113364318001,14.14,983455,9.88,31702.03125,7443.4979,4005652,22419878847,87936854.71875,6085,103.641,1498,41748,369
1/16/2017,32523713407245292661,1447294287,113372099102,14.22,985864,9.59,31540.3125,7416.8136,4006416,22395773525,87968395.03125,6052,104.134,1575,45375,366
1/17/2017,39422370215030625331,1742542655,113851547377,14.36,988571,10.14,31296.09375,7325.2279,4005926,22742343222,87999691.125,6002,103.81700000000001,1642,46671,371
1/18/2017,33984213641577643843,1514489339,113838126429,14.18,991171,10.19,31607.96875,7318.3297,4006634,22420105832,88031299.09375,6065,102.053,1583,44994,363
1/19/2017,31295282022109784175,1417244289,114536469292,14.0,993689,10.43,32121.09375,7751.0819,4006932,22228644380,88063420.1875,6158,107.184,1552,43628,383
1/20/2017,33647780082062600001,1515455427,114311859860,14.41,996812,10.6,31121.09375,7527.1882,4005670,22369863556,88094541.28125,5963,106.85700000000001,1609,45775,375
1/21/2017,30663926862289090681,1388291037,114308070635,14.27,999192,10.91,31523.75,7733.7168,4006350,22405633901,88126065.03125,6046,108.35799999999999,1504,43302,368
1/22/2017,35768655611072718609,1643236317,114783334062,14.18,1001830,10.71,31577.8125,7754.1077,4008101,22118050371,88157642.84375,6065,108.811,1616,47432,354
1/23/2017,35018861180104653007,1597491636,114779910943,14.22,1004532,10.78,31498.4375,7918.1929,4007046,22267116021,88189141.28125,6048,111.109,1612,46076,354
1/24/2017,41164260408630843732,1886697084,114778494389,14.23,1006944,10.51,31420.46875,7831.2888,4006384,22081334070,88220561.75,6037,109.885,1754,50414,351
1/25/2017,37756706335768864167,1674958906,115226748684,14.31,1009369,10.51,31423.59375,7811.0208,4005629,22329866070,88251985.34375,6010,110.021,1644,46256,387
1/26/2017,36459947636460863024,1623030263,115236164630,14.14,1012519,10.65,31784.6875,7995.4413,4005536,22478987111,88283770.03125,6081,111.654,1673,46856,394
1/27/2017,35349428697352599603,1559585360,115920999087,14.36,1014907,10.51,31114.84375,7965.2252,4004172,22449741445,88314884.875,5985,112.70700000000001,1658,46680,335
1/28/2017,33345009009816923628,1513588184,115708830678,14.21,1017588,10.54,31527.96875,7948.4087,4004703,22219721089,88346412.84375,6063,111.59700000000001,1628,45189,347
1/29/2017,30618545932158397468,1368433239,115707205368,14.43,1019716,10.47,31133.125,7806.189,4004799,22393586898,88377545.96875,5960,110.677,1523,42509,372
1/30/2017,32792538455809677597,1490998292,116189008781,14.1,1022347,10.62,31915.3125,8008.7446,4004426,22234080218,88409461.28125,6094,110.965,1579,45369,406
1/31/2017,32009038231765586338,1406776443,116185140525,14.29,1024108,10.71,31413.90625,8035.4474,4005092,23010693003,88440875.1875,6018,112.73700000000001,1539,43649,373
2/1/2017,38115541106272603500,1723454015,116186911742,14.32,1026094,10.71,31332.1875,7882.049,4004053,22534983936,88472207.375,6009,111.557,1607,44541,362
2/2/2017,35459397355305276751,1558834935,116669045146,14.2,1028070,10.78,31414.84375,8117.6108,4003996,22623466807,88503622.21875,6047,113.89,1578,43709,331
2/3/2017,34059355115180443983,1519386885,116664441548,14.38,1029880,10.95,31273.28125,7901.9704,4005129,22508635957,88534895.5,5990,112.321,1568,42778,373
2/4/2017,32971661726655976851,1441528397,116648084210,14.12,1032097,11.32,31760.78125,8085.6263,4005458,22623314914,88566656.28125,6078,112.665,1560,45410,385
2/5/2017,34840821328830373260,1567592675,117130545375,14.16,1033882,11.22,31601.5625,8480.8345,4004770,22331019732,88598257.84375,6077,118.163,1614,46542,338
2/6/2017,35865613624237052074,1599155373,117132162710,14.21,1035599,11.32,31623.59375,8517.039,4006549,22488425969,88629881.4375,6050,119.234,1606,47306,383
2/7/2017,46068715002669749283,1983099544,117609384562,14.34,1037811,11.45,31491.40625,8437.3906,4006191,22381838948,88661372.84375,5998,119.40799999999999,1827,51866,417
2/8/2017,43713741651080893871,1831684518,117606680598,14.18,1040358,11.39,31707.96875,8613.5409,4007044,22770223820,88693080.8125,6067,120.24,1764,51089,387
2/9/2017,40681621672173072888,1730081198,117593388179,14.25,1042268,10.94,31427.1875,8630.2683,4006817,22865377988,88724508.0,6029,121.113,1630,47873,354
2/10/2017,46219403549474186041,2034959642,118099280610,14.23,1044332,11.34,31496.40625,8851.2981,4006488,22403621823,88756004.40625,6040,124.421,1735,52222,361
2/11/2017,38495933170703538976,1761766435,118076999578,14.22,1046267,11.43,31589.84375,8899.597,4006035,22195555854,88787594.25,6038,124.729,1594,46560,387
2/12/2017,40336776565119468871,1715520962,118566343074,14.21,1048901,11.42,31569.6875,9024.3553,4006386,22626108892,88819163.9375,6059,126.46,1571,45319,358
2/13/2017,61463154387193417895,2340786140,118561622100,14.19,1051104,11.39,31734.0625,9091.8695,4007567,23210412106,88850898.0,6070,127.523,1823,55990,382
2/14/2017,49832184354236298948,2194959803,118556243081,14.29,1053923,13.0,31470.9375,9220.0798,4006644,22818886821,88882368.9375,6023,129.976,1914,58298,378
2/15/2017,90527761018230749079,2349687466,119031493207,14.14,1056702,12.97,31721.40625,9298.392,4008972,31915437681,88914090.34375,6089,129.591,1818,55320,361
2/16/2017,39211240292990605995,1745086369,119032827120,14.22,1058825,12.95,31539.84375,9286.9502,4009688,22602328224,88945630.1875,6052,129.994,1661,49674,351
2/17/2017,38846674057194586175,1731885385,119515010675,14.33,1060926,12.72,31327.8125,9441.935,4006606,22533195533,88976958.0,6012,133.278,1661,49406,350
2/18/2017,44652698925798150014,1867779741,119506909295,14.34,1063883,12.83,31211.71875,9563.2843,4006562,23057941420,89008169.71875,5999,135.014,1773,49398,343
2/19/2017,36312674289665711573,1612661135,119506782666,14.31,1065920,12.82,31267.1875,9739.2103,4006797,22391656238,89039436.90625,6019,137.219,1635,48227,326
2/20/2017,41034467994638957453,1804435972,119991946827,14.31,1068400,12.52,31387.8125,9701.1651,4006821,22466228953,89070824.71875,6015,137.08700000000002,1696,50152,362
2/21/2017,54865479665312910682,2378366614,119986554295,14.2,1071424,12.77,31416.875,10010.5654,4007765,22569187220,89102241.59375,6052,140.244,1989,58434,320
2/22/2017,50954347613888516246,2167016939,120462797131,14.43,1073757,12.69,30987.34375,9878.51,4009128,22844411723,89133228.9375,5968,140.528,1790,50372,319
2/23/2017,43352493041966410892,1835447879,120455373256,14.29,1076071,13.13,31229.53125,9956.9834,4009303,22741575515,89164458.46875,6019,139.77100000000002,1667,47601,317
2/24/2017,41339238137770578395,1810426719,120466366288,14.34,1078758,13.11,31263.59375,9921.6984,4010814,22755690878,89195722.0625,6011,140.244,1778,54081,335
2/25/2017,44662422324251088181,2017627760,120932753034,14.28,1081093,13.57,31553.90625,10123.88,4009354,22580332911,89227275.96875,6039,142.922,1761,53245,377
2/26/2017,39379004377985995785,1704657840,120935953558,14.12,1083604,14.59,31820.15625,10602.6615,4012114,22771424431,89259096.125,6089,147.403,1713,51716,381
2/27/2017,45027386000703138046,1932296583,121415273737,14.37,1086792,15.55,31246.40625,10625.274,4022567,23193818563,89290342.53125,5988,150.763,1819,52642,361
2/28/2017,50962691423419127550,2140853331,121406406597,14.08,1091303,16.07,31856.09375,11119.9788,4032516,23580755304,89322198.625,6107,154.531,1935,60277,367
3/1/2017,54942971648871974051,2146017149,121885584564,14.45,1098329,17.55,31144.84375,10718.1257,4019383,27402631555,89353343.46875,5958,152.61,2235,59774,379
3/2/2017,54862694242966990698,2278844062,121897890359,14.2,1104821,19.08,31630.9375,10915.3639,4020666,23609865289,89384974.40625,6061,152.75,2209,70779,370
3/3/2017,46403122802155148932,2015645991,122367282389,14.31,1111646,19.48,31298.90625,11419.5855,4017598,23008036079,89416273.3125,6006,160.218,2084,64294,353
3/4/2017,42519420519271363084,1881415432,122361133737,14.37,1115958,18.61,31172.65625,11171.4309,4012281,22752613012,89447445.96875,5985,158.696,1860,58756,353
3/5/2017,43438703490226225108,1890414773,122839561168,14.18,1120047,19.22,31561.875,11701.7413,4008611,22459193729,89479007.84375,6073,163.957,1821,57031,340
3/6/2017,41351692018480516903,1824348403,122855415301,14.41,1124705,19.75,31153.125,11736.4413,4010710,22683379793,89510160.96875,5977,166.365,1808,57020,360
3/7/2017,43802708615888367828,1962866259,123488018220,14.43,1128534,18.91,31068.75,11651.4652,4006006,22439900327,89541229.71875,5978,165.933,1963,62589,336
3/8/2017,40317484090895007739,1749096281,123329905096,14.29,1132810,16.54,31325.9375,12138.6545,4007589,22717981194,89572555.65625,6016,170.548,1800,55386,350
3/9/2017,49768597101768192862,2168001854,123314742950,14.54,1139420,17.71,30809.53125,12105.6647,4013111,22460423289,89603365.1875,5928,173.894,2403,64266,329
3/10/2017,55572756428245646413,2244444377,123788093482,14.43,1145555,19.13,31027.03125,12144.0613,4009374,25715550291,89634392.21875,5953,172.946,2190,65132,353
3/11/2017,47961429061199038755,2121047668,123802546852,14.35,1151496,21.45,31235.46875,12381.3095,4010983,22822227019,89665627.6875,6002,175.15099999999998,2014,64803,347
3/12/2017,48529026723026003793,2112935282,124266670357,14.53,1158864,23.31,30849.53125,12404.6584,4008825,22944292835,89696477.21875,5919,177.745,2043,66646,357
3/13/2017,76362749610958856557,3230713433,124740300312,14.25,1170758,28.45,31613.75,12817.8346,4013572,23503094188,89728090.96875,6040,180.235,2452,81718,400
3/14/2017,74822605774397316786,3113154274,124758357837,14.43,1180408,28.58,31214.84375,12624.5995,4010738,22958465248,89759305.8125,5961,179.845,2433,77155,407
