Date(UTC),Transaction Fee,Average Gas Used,Chaindata Size,Blocktime,Address Growth,Price (USD),Ether Supply,Hashrate,Average Gas Limit,Average Gas Price,Ether Supply Growth,Block Reward,Block Difficulty,Block Size,Transactions,Uncle Count
3/15/2017,64307989531205615973,2732822658,125229585248,14.37,1190919,35.18,31377.65625,13008.71,4014215,22877843867,89790683.46875,5986,184.132,2456,81205,409
3/16/2017,85398885983425859306,3665163840,125700377123,14.37,1208579,45.51,31427.96875,13093.3706,4024249,23318234775,89822111.4375,5990,185.854,3071,109950,423
3/17/2017,88966202597589970086,3367447756,125694664033,14.22,1224321,44.48,31841.875,13708.6332,4039328,27329559604,89853953.3125,6046,192.81,2880,106635,460
3/18/2017,60519844564429769441,2680677691,126183168441,14.36,1236276,34.0,31482.34375,13956.1955,4043895,22588280322,89885435.65625,5991,197.601,2513,89920,435
3/19/2017,57003510352675362135,2539978136,126653346698,14.48,1244923,43.12,30994.53125,13381.2912,4063474,22676654708,89916430.1875,5950,190.86700000000002,2396,84599,349
3/20/2017,56949211838891853751,2538286690,126662795078,14.15,1254137,42.51,31670.3125,14240.8505,4094927,22485861954,89948100.5,6066,199.408,2316,80264,374
3/21/2017,64218718934215860189,2722576858,127146296252,14.46,1264243,42.67,31016.40625,14004.9233,4083835,22401666063,89979116.90625,5957,199.63099999999997,2507,84298,345
3/22/2017,60196470444093515961,2630501522,127135978817,14.31,1272509,41.65,31372.34375,14303.7526,4160216,22752454613,90010489.25,6008,201.632,2368,78821,383
3/23/2017,60999082037629553742,2732317738,127598097784,14.55,1280501,43.2,30980.9375,14696.6462,4204180,22541771175,90041470.1875,5914,210.87900000000002,2513,82434,406
3/24/2017,73289017898363959002,2802719814,128102641592,14.54,1291931,53.19,30840.9375,14717.153,4227395,27441833681,90072311.125,5913,211.0,2557,87775,366
3/25/2017,58092453009488053955,2527232365,128093547640,14.44,1301464,50.62,31062.8125,14850.0107,4148208,23012529660,90103373.9375,5962,211.205,2428,84394,354
3/26/2017,58104728576066337737,2604354268,128565669569,14.37,1308803,50.63,31175.46875,15592.211,4055066,22249849693,90134549.40625,5981,221.175,2375,79534,355
3/27/2017,77739246066675336706,3525902049,129222037020,14.45,1320623,49.06,31002.1875,16234.1177,4067603,22247794560,90165551.59375,5951,231.657,2896,94570,350
3/28/2017,63882073242730655832,2829505044,129027154724,14.61,1329617,50.25,30555.46875,15956.633,4076318,22247087954,90196107.0625,5900,229.549,2543,84348,295
3/29/2017,69324984414454722873,3116605361,129513029750,14.36,1338529,53.07,31268.28125,16444.6814,4209754,22264312196,90227375.34375,5988,232.98,2744,93064,369
3/30/2017,71105132156761807056,3137212539,129998794725,14.57,1352837,51.91,30819.84375,16508.1931,4194903,22337722011,90258195.1875,5910,236.982,2853,96209,355
3/31/2017,77400676527541184983,3436349297,129980556304,14.39,1367188,49.91,31208.28125,16923.4135,4186445,22421222086,90289403.46875,5971,240.139,2949,103102,377
4/1/2017,57222881358614525490,2573095663,130452987444,14.51,1374894,50.6,30850.9375,16684.6609,4222081,22145659410,90320254.40625,5926,239.048,2403,80572,342
4/2/2017,66267082119486013587,2994651161,130941973918,14.7,1385185,48.55,30440.78125,16718.5386,4251363,22176202916,90350695.1875,5846,242.037,2669,88948,337
4/3/2017,74784457554753285736,3376865972,130923444717,14.4,1398126,44.13,31186.25,15983.0117,4275871,22176569227,90381881.4375,5979,225.778,2788,100221,360
4/4/2017,64979850017955125453,2864503196,131420693272,14.49,1408346,44.43,31055.3125,16872.131,4177144,22335006404,90412936.75,5932,240.588,2518,86279,386
4/5/2017,68312686048585142155,2984719130,131913305243,14.41,1418641,44.9,31235.3125,17294.066,4172167,22438228964,90444172.0625,5986,246.27900000000002,2558,87411,362
4/6/2017,73388622888901059024,3183645283,132371831260,14.65,1432417,43.23,30724.375,17238.063,4147633,22774967565,90474896.4375,5880,248.61900000000003,2799,95177,364
4/7/2017,72418987716162087042,3272867342,132387157596,14.47,1440597,42.31,31074.53125,17541.6491,4199878,22133175527,90505970.96875,5946,249.575,2776,92846,373
4/8/2017,52327124252717605323,2355623725,132866119717,14.52,1447313,44.37,30915.625,17605.5606,4167174,22134943280,90536886.59375,5936,252.485,2249,72144,340
4/9/2017,56805678809269509863,2602180314,132850906788,14.9,1453300,43.72,30242.03125,17278.0448,4081472,21963656913,90567128.625,5797,253.175,2358,74557,349
4/10/2017,63038607924159119657,2760816737,133328790563,14.97,1460327,43.74,30037.1875,17285.4863,4122521,22330645586,90597165.8125,5758,255.97299999999998,2460,75487,342
4/11/2017,58915272174260117298,2679717515,133989172644,14.76,1466464,43.74,30450.46875,17900.816,4058937,22007626117,90627616.28125,5849,261.03700000000003,2377,75891,331
4/12/2017,80688959257184656719,3182442702,133800814722,14.98,1476683,46.38,30217.03125,17672.1498,4054299,23067711028,90657833.3125,5779,260.942,2697,80347,365
4/13/2017,61658463320247919047,2759203997,134276691211,14.88,1485120,49.97,30339.84375,17325.6847,4042837,22310955741,90688173.15625,5798,254.80599999999998,2589,84124,375
4/14/2017,62896440047970441193,2852421954,134283377938,14.62,1492214,47.32,30989.6875,18877.3819,4060714,22257379067,90719162.84375,5908,271.575,2451,81155,402
4/15/2017,57805251362189566336,2598033805,134759337753,15.08,1498803,48.89,29998.125,18356.8933,4085220,22240477959,90749160.96875,5721,272.397,2348,74820,388
4/16/2017,55117695420304876232,2501650359,135235739066,14.85,1503386,48.22,30507.1875,18623.6556,4064064,22100218538,90779668.15625,5820,272.58099999999996,2220,70634,390
4/17/2017,60473297243117476294,2751457420,135244285734,14.73,1509763,47.94,30647.5,18986.8175,4052528,22255010723,90810315.65625,5861,275.532,2309,72546,376
4/18/2017,73744781757982656265,3260252456,135733521446,14.67,1518090,49.88,30516.71875,19532.6738,4176945,22747420158,90840832.375,5861,282.74,2603,83303,343
4/19/2017,78396484540516482973,3465363718,136195278380,15.06,1526805,47.88,29612.1875,19426.3047,4090202,22626922333,90870444.5625,5718,288.751,2664,85734,290
4/20/2017,71792773958471132024,3408878184,136199687773,14.67,1536829,49.36,30422.1875,19598.4726,4094391,22480105997,90900866.75,5859,283.972,2581,85450,314
4/21/2017,92197365095748269520,3790138031,136675327267,14.67,1548026,48.27,30477.34375,20064.6867,4203564,22819358782,90931344.09375,5878,290.823,2691,81278,303
4/22/2017,74920144056745952813,3110233611,137152754509,14.87,1555797,48.41,29990.3125,20304.9606,4242704,22631052480,90961334.40625,5792,297.111,2429,73539,286
4/23/2017,65089201817934168547,3017245471,137148076051,14.67,1562427,48.75,30491.25,20695.5064,4236509,21898039096,90991825.65625,5864,298.45099999999996,2393,77073,328
4/24/2017,72979824474233559010,3142866515,137630991784,15.06,1572073,49.94,29785.46875,19854.8535,4262866,22992421400,91021611.125,5721,295.212,2553,80531,327
4/25/2017,78574204734149950966,3587460558,138109146889,14.57,1580035,50.09,30757.8125,20759.4397,4281190,21734015245,91052368.9375,5897,298.308,2803,93033,354
4/26/2017,74789723863146608844,3389558270,138585259797,15.27,1596565,53.28,29332.1875,20518.0576,4286926,22048839796,91081701.125,5637,308.931,2724,89642,318
4/27/2017,87312690911798304949,3855782843,138572749953,15.25,1612349,63.14,29330.0,20819.5764,4281196,22377947330,91111031.125,5642,313.69599999999997,3095,104494,312
4/28/2017,79205968406814731565,3606508681,139049281269,15.12,1624667,72.42,29682.03125,22094.2863,4291332,22130700584,91140713.15625,5697,328.63300000000004,3178,106193,337
4/29/2017,70202685796309630265,3072854430,139537548082,15.29,1635440,69.83,29217.65625,22674.7072,4286304,22799209590,91169930.8125,5626,342.092,2793,91335,301
4/30/2017,78958630274409938318,3369941640,140027660456,15.25,1647543,79.83,29368.59375,22071.893,4285640,22541845100,91199299.40625,5648,332.584,3064,95202,311
5/1/2017,105538214140902750468,4407350348,140507832156,15.32,1663543,77.53,29357.5,22307.6652,4289999,22989649815,91228656.90625,5624,336.173,3544,112202,340
5/2/2017,112734602650155709983,4635194345,140496036095,15.29,1678680,77.25,29436.40625,22218.5493,4288820,22975461233,91258093.3125,5619,335.2,3461,110354,373
5/3/2017,77313506087378257935,3466927160,140966899528,15.21,1690254,80.37,29552.65625,22633.4701,4288653,22182605256,91287645.96875,5649,339.47900000000004,3028,97334,361
5/4/2017,92430339962188899806,4146025194,141458510813,15.25,1708629,94.55,29426.5625,22403.1399,4285326,22523480694,91317072.53125,5649,336.421,3351,114877,326
5/5/2017,84353306060947063710,3703774549,141928864418,15.15,1724130,90.79,29698.90625,23427.2382,4287636,22905913235,91346771.4375,5675,349.788,3171,108514,369
5/6/2017,84364146387450405940,3895528821,142391531404,15.14,1739516,94.82,29703.4375,23416.8712,4289623,22254507120,91376474.875,5678,349.26,2934,95014,362
5/7/2017,105733505802463497814,4383783590,142880854334,15.07,1758488,90.46,29880.15625,23766.8199,4299139,22863576069,91406355.03125,5718,353.593,3322,106631,357
5/8/2017,95605963950497591848,4371120763,143350690667,15.24,1777158,88.39,29425.9375,23598.8389,4297193,22304778708,91435780.96875,5640,353.82800000000003,3409,117509,338
5/9/2017,106666628386381183286,4941861347,143817653208,15.13,1797526,86.27,29755.0,24510.4648,4298025,22419891708,91465535.96875,5672,365.57,3376,112933,380
5/10/2017,104904536928794946472,4977215293,144342310656,15.19,1817872,87.83,29614.84375,24265.0815,4300551,22141501610,91495150.8125,5648,363.67900000000003,3227,109673,375
5/11/2017,109393380226517345851,5037332202,144304847301,15.03,1837631,88.2,29734.53125,24906.8722,4298185,22276386524,91524885.34375,5702,369.26199999999994,3352,117189,333
5/12/2017,109060373521814527007,5266065050,144771563784,15.1,1853657,85.15,29889.6875,25468.5261,4300839,22224260597,91554775.03125,5688,379.251,3154,107241,394
5/13/2017,106923588255083534319,5077306379,145256907344,15.39,1867571,87.96,29253.28125,24940.8708,4303966,22176736929,91584028.3125,5591,378.491,3065,101332,357
5/14/2017,106379136617490085093,5160924870,145718857898,15.92,1881351,88.72,28217.5,25763.6063,4301829,22054420864,91612245.8125,5402,404.779,3140,101348,336
5/15/2017,132123398807998424151,6301530936,146205837714,15.9,1899209,90.32,28462.34375,26374.7001,4300418,22225479222,91640708.15625,5401,414.048,3831,122792,403
5/16/2017,137143767603647301057,6372683499,146677704976,15.67,1919681,87.8,28717.96875,26951.5322,4306289,22338079736,91669426.125,5457,417.08,3644,116341,391
5/17/2017,220219437190223988726,7720771554,147637773185,16.1,1942480,86.98,27898.90625,25673.1355,4311905,26658490658,91697325.03125,5325,408.10400000000004,4305,140135,341
5/18/2017,158498593266697334285,7193965880,148122520311,15.74,1964727,95.88,28480.78125,26756.3545,4305758,22641931556,91725805.8125,5462,414.44800000000004,4245,137409,321
5/19/2017,173985855405999463465,8397664033,148582853941,15.83,1993428,124.38,28381.25,27662.8126,4312190,22510140833,91754187.0625,5424,431.65,4801,161568,344
5/20/2017,155579769682160511631,7231434396,149399924343,15.59,2017264,123.06,28652.03125,28704.8846,4304681,22578527232,91782839.09375,5489,439.714,4179,130912,329
5/21/2017,160523136917678237399,7608565060,150027712268,15.77,2041878,148.0,28654.0625,29014.4596,4308439,22366670221,91811493.15625,5437,451.327,4586,149699,402
5/22/2017,182632419995022108562,8262616027,150488156939,15.71,2074888,160.39,28769.21875,29819.2767,4308849,22950916506,91840262.375,5468,463.103,5328,176255,387
5/23/2017,253728642190640668685,10792046776,151438197796,15.83,2119587,169.5,28576.09375,28807.8371,4312520,22876914693,91868838.46875,5419,448.717,6627,187121,403
5/24/2017,272090679309924862059,11331763125,152549349732,15.77,2162097,193.03,28644.375,29413.4293,4317916,23511877462,91897482.84375,5427,458.978,6666,187293,404
5/25/2017,218689885039393860274,9970769428,152841884967,15.71,2201139,177.33,28835.15625,29573.7133,4311181,22627478169,91926318.0,5465,457.711,5952,183010,413
5/26/2017,206055826499096970874,9457379360,153811391306,15.57,2235403,162.83,28967.5,29752.9865,4311949,22767260891,91955285.5,5492,456.542,5559,169818,412
5/27/2017,182127259991398239639,8220637008,154282385346,15.76,2262189,156.63,28771.71875,30399.6414,4309863,22312210827,91984057.21875,5439,473.26800000000003,5127,149450,431
5/28/2017,192525514182495551341,8823289197,154751612511,15.7,2288310,172.86,28823.28125,30319.4003,4311272,21916364414,92012880.5,5453,469.17699999999996,5379,155271,429
5/29/2017,192624558129615715068,8502914345,155698561296,15.32,2316858,194.17,29537.34375,32344.9504,4310470,22429141176,92042417.84375,5579,487.713,4922,158547,447
5/30/2017,319925871867210022750,12123850008,156639090293,15.3,2360680,228.58,29819.375,33952.2769,4369809,24758885831,92072237.21875,5581,513.217,7069,193618,524
5/31/2017,634072177123384502093,12807114092,157129297370,15.87,2406002,228.64,28748.4375,33166.6989,4307816,38210063774,92100985.65625,5412,519.724,6843,214126,458
6/1/2017,253293470844350260748,10585577059,158080245486,16.22,2445012,220.7,28069.375,35032.0837,4310276,23808562950,92129055.03125,5276,561.001,6541,199160,460
6/2/2017,291597841473762166465,12488700413,159026879376,16.82,2486438,222.04,26820.625,34748.1009,4479219,22913829909,92155875.65625,5087,574.506,7542,194911,372
6/3/2017,228134695773493974263,10201890636,159490816032,16.51,2521601,224.3,27530.15625,35389.9389,4684698,22677818318,92183405.8125,5206,575.748,6636,175666,405
6/4/2017,255713870927989048711,10633567472,160448180557,16.61,2557692,244.96,27228.75,36683.7213,4697427,23508783552,92210634.5625,5160,597.678,6458,180136,388
6/5/2017,219924346992173009813,9761889950,161400677514,16.31,2595526,247.75,27792.34375,37220.5713,4695961,22886137204,92238426.90625,5249,599.656,6439,190305,411
6/6/2017,265075762618001554521,10984663716,161855841586,16.44,2638490,264.26,27481.25,37971.5981,4698863,23539130279,92265908.15625,5208,615.097,7374,200523,388
6/7/2017,277963468698831539697,11557499687,162799222768,16.39,2682778,255.77,27770.78125,39157.0428,4699189,23555770569,92293678.9375,5239,632.534,7388,207180,425
6/8/2017,239515279974747434988,10261845222,163734040483,16.43,2720240,259.41,27631.25,39515.8111,4698879,23571788218,92321310.1875,5209,640.655,6932,187700,432
6/9/2017,250508480829359775358,11058393071,164687975132,16.42,2760852,279.11,27650.0,39508.5852,4699464,22518978783,92348960.1875,5214,639.988,7482,215831,424
6/10/2017,214559641123816452160,9841868154,165175794323,16.02,2804195,335.95,28158.75,41872.7093,4695663,22422146714,92377118.9375,5332,662.2330000000001,6592,213356,400
6/11/2017,313877609552976256933,12661099741,166129678544,16.37,2859713,339.68,27926.71875,42335.4349,4699049,23843612254,92405045.65625,5246,682.857,8658,240490,451
6/12/2017,512809391033716073550,15111081528,167843782713,16.31,2919025,394.66,28100.625,41975.3291,4690819,30391141090,92433146.28125,5237,676.331,9451,292941,508
6/13/2017,294642099271720738321,12308459502,168467179857,16.21,2978427,388.09,28276.09375,43492.4743,4694798,24903912970,92461422.375,5272,694.617,8807,280054,515
6/14/2017,254758374393436684501,11460738761,169444822580,16.15,3031828,343.84,28268.75,44267.7112,4705729,22812812579,92489691.125,5293,713.189,7942,250410,480
6/15/2017,279620592390911684615,11866655521,170393409835,16.11,3084273,344.68,28198.75,46001.9979,4707132,23411815379,92517889.875,5305,728.25,8192,261617,452
6/16/2017,257508486546679467390,11936721304,171346750396,16.03,3132387,353.61,28370.9375,46630.0453,4705482,22083654403,92546260.8125,5336,737.125,8034,248003,450
6/17/2017,238660364103388231832,11471789945,172281532847,16.17,3178828,368.1,28299.0625,47877.4934,4706759,20940055933,92574559.875,5279,761.53,7958,242022,506
6/18/2017,251896899621616344850,12442644327,173724348218,15.97,3231660,351.53,28587.5,49167.6342,4707117,19777146521,92603147.375,5347,769.923,7931,245957,488
6/19/2017,283021105675980854778,13844965069,174674588761,16.0,3292231,358.2,28632.96875,48994.2646,4707483,21054562068,92631780.34375,5334,775.466,8956,286209,523
6/20/2017,720031462996840104983,16318742376,175647636030,17.32,3354447,350.53,26709.375,49710.0379,4708118,35606261848,92658489.71875,4967,847.174,9258,308488,500
6/21/2017,913388218754612942675,16194449431,176597541547,17.52,3386889,325.3,26150.78125,50745.629,4710146,58264077197,92684640.5,4898,874.309,6195,221289,449
6/22/2017,684943045550363347105,16900771803,178218936388,17.31,3442987,320.97,26533.28125,51035.432,4711355,41150573699,92711173.78125,4944,872.419,8691,284225,477
6/23/2017,469929450422587102564,12816221982,178977404048,17.53,3499011,326.85,26102.5,50863.8817,4711232,40960227374,92737276.28125,4890,881.5319999999999,9123,276012,436
6/24/2017,640185604612802012156,13618865563,179931419461,17.25,3549828,304.54,26495.0,52432.2312,4711131,47309213754,92763771.28125,4939,888.68,8935,250570,476
6/25/2017,411721489721116955158,12409519930,180889496732,17.32,3593921,279.36,26383.125,53050.104,4710925,34521352334,92790154.40625,4926,904.654,8979,231135,460
6/26/2017,875310976343044060183,13547864341,181832625971,17.2,3646944,253.68,26699.0625,54476.8066,4711354,49580734026,92816853.46875,4965,923.8530000000001,9544,316788,498
6/27/2017,332032513046042621107,11678415830,183257458681,17.06,3688934,286.14,26582.34375,55435.8653,4711731,31580245373,92843435.8125,5001,930.3589999999999,7911,252995,415
6/28/2017,773236091502308226955,15232354556,184230820018,17.24,3739249,315.86,26642.65625,55902.4878,4714751,43482890266,92870078.46875,4961,950.061,10005,274241,489
6/29/2017,466282393834281680729,14345970753,185645299493,16.96,3787958,292.9,27008.90625,57370.5804,5348530,35022170593,92897087.375,5027,962.7489999999999,9460,263791,497
6/30/2017,352344502266064800220,13795600568,186594054267,16.98,3835524,280.68,26856.25,58103.4759,6700851,27223635401,92923943.625,5036,972.0089999999999,8800,252652,444
7/1/2017,315744643169712880512,12521038121,187566986221,17.05,3871530,261.0,26683.125,59257.8637,6705064,26689728580,92950626.75,5009,992.6360000000001,8106,240465,436
7/2/2017,317468243775909028046,13002683664,188496574690,16.97,3905337,283.99,26712.34375,60043.2459,6705848,25581333280,92977339.09375,5034,1002.2080000000001,8503,248617,407
7/3/2017,425920316211608615127,16175176848,189933778130,16.85,3960081,276.41,27131.25,61066.6592,6706724,28117349173,93004470.34375,5052,1012.942,10143,302032,492
7/4/2017,377047005195524393236,15136378093,191361954060,16.81,4010868,269.05,27365.78125,62015.5576,6705980,24664144555,93031836.125,5078,1027.254,10132,281465,521
7/5/2017,409090970890427930293,14865252727,192309481457,17.16,4053898,266.0,26760.3125,60558.053,6704885,26133024523,93058596.4375,4985,1022.956,10094,271606,490
7/6/2017,304771433494258564221,13174610768,193760328725,16.96,4089182,265.88,26926.5625,62188.5082,6704387,24841070314,93085523.0,5046,1037.2169999999999,8830,258791,450
7/7/2017,356293806920488034078,13873012367,194693389012,16.78,4131556,240.94,27287.96875,62980.5055,6705034,27021742038,93112810.96875,5084,1038.1860000000001,9709,295389,499
7/8/2017,360274207471173457420,12858510908,195621039686,16.78,4169731,245.67,27066.40625,63970.8599,6708736,26089973919,93139877.375,5087,1055.963,8884,248142,433
7/9/2017,256112816521955829361,10477343982,196589203914,16.81,4199674,237.72,26940.78125,64815.0977,6718282,26860797614,93166818.15625,5094,1071.108,6980,225189,397
7/10/2017,261598672523810517352,13402974481,198014893453,18.59,4236883,205.76,24433.59375,65577.096,6716413,22840512365,93191251.75,4594,1198.735,10586,302633,387
7/11/2017,287290319403812354449,14105413216,199430058781,18.95,4279139,190.55,23968.125,65016.2,6719173,24575033101,93215219.875,4520,1214.203,10484,291677,364
7/12/2017,330334228770205304780,14232178771,200386049237,18.95,4320310,224.15,23937.96875,63527.1745,6718363,24301621064,93239157.84375,4509,1185.9589999999998,10735,283828,367
7/13/2017,327421879889750126610,14997729804,201327981537,18.88,4368629,205.41,23771.5625,65108.2642,6717910,23629822115,93262929.40625,4512,1207.945,10676,260745,322
7/14/2017,275880608775512764516,12734885135,202769814086,19.02,4400742,197.14,23771.25,62983.6578,6716113,23119742999,93286700.65625,4502,1182.556,10040,249381,332
7/15/2017,288040626935104928109,10654024056,203680056312,18.58,4428324,169.1,24152.34375,66076.6514,6716173,26644007281,93310853.0,4603,1207.945,8747,231961,303
7/16/2017,276731320514844397884,11266129267,204643545529,18.71,4460257,155.42,24009.6875,67381.9726,6716029,24225254470,93334862.6875,4575,1243.782,9225,249138,302
7/17/2017,281509048416621247612,11980769662,205578389128,19.17,4498727,189.97,23518.28125,63714.9942,6718321,25008451290,93358380.96875,4459,1204.494,9814,248473,325
7/18/2017,423677942917870608295,14125844187,206966682466,18.82,4548962,227.09,23950.3125,65488.9339,6717085,26922445269,93382331.28125,4551,1213.897,11286,271055,318
7/19/2017,324838750477733441948,12131955982,207917076588,18.43,4584881,194.41,24483.59375,67929.301,6720068,25859171423,93406814.875,4637,1233.999,10282,270122,347
7/20/2017,256133190043819893617,11664100238,208870027697,18.44,4626800,226.33,24492.8125,69759.1232,6719188,23785270501,93431307.6875,4632,1271.4180000000001,9370,250065,358
7/21/2017,309641556641903823695,10446514542,210328980756,18.85,4665313,216.33,23842.1875,70210.3022,6716253,34121661718,93455149.875,4543,1304.971,8661,232560,302
7/22/2017,224825603323107335009,9524071657,211368248709,18.45,4692029,230.47,24307.34375,70344.6082,6715453,24728177686,93479457.21875,4649,1278.26,7992,205574,283
7/23/2017,288493997715788616147,11670362240,212657119859,18.33,4728803,228.32,24483.28125,72662.8193,6718064,24411781141,93503940.5,4660,1315.0279999999998,9282,260490,313
7/24/2017,309440275124323337625,13611993829,213585767835,18.62,4766918,225.48,24058.90625,71086.1935,6719529,24993645320,93527999.40625,4582,1302.508,10560,263095,301
7/25/2017,355486137729586108109,12380952661,215043757418,18.24,4807986,203.59,24692.65625,74060.8637,6717047,26699669746,93552692.0625,4686,1328.375,9766,242956,333
7/26/2017,294383920628615754064,10833315646,215999148284,18.43,4842532,202.88,24515.0,73375.4017,6717215,26644959295,93577207.0625,4650,1331.461,8403,223010,336
7/27/2017,263944245322020525245,10120647777,216936027253,18.45,4872429,202.93,24352.65625,72620.6995,6719491,25759576270,93601559.71875,4634,1321.721,8346,225435,309
7/28/2017,281982289906320009281,11945897337,217899421755,18.45,4903853,191.21,24685.15625,73591.6983,6716225,25160319003,93626244.875,4647,1332.368,9258,246494,381
7/29/2017,204174934595232430698,9555608826,218821832270,18.29,4930947,206.14,24492.5,74151.5719,6716620,24073380192,93650737.375,4683,1332.1779999999999,7452,198773,284
7/30/2017,208036715301278286531,11830615520,219758301387,18.25,4974090,196.78,24717.65625,75662.6423,6715754,23908993567,93675455.03125,4704,1359.901,7621,206624,317
7/31/2017,231201083913724264420,12631771948,220694147966,18.87,5010515,201.33,24058.59375,76650.4709,6716796,22305961187,93699513.625,4535,1426.54,9291,250090,363
8/1/2017,263599401863207269520,12712633763,221671964308,20.93,5049868,225.9,21420.46875,78324.6735,6716626,25462492943,93720934.09375,4087,1606.73,9503,218582,259
8/2/2017,236995421936534521668,11528446756,222604376164,21.24,5088235,218.12,21135.3125,76805.5107,6717179,25145539900,93742069.40625,4044,1606.524,9426,231068,242
8/3/2017,236502808745258771848,12302333888,224049976775,21.55,5129817,224.39,20966.40625,73485.2744,6716926,24881344614,93763035.8125,3976,1555.875,9597,236335,281
8/4/2017,220028357885087836001,12936116501,224972285765,21.13,5169164,220.6,21305.0,76294.8801,6715427,22630338284,93784340.8125,4040,1590.668,10507,257160,292
8/5/2017,236076708761946254889,12932883007,225920524365,21.22,5207095,253.09,21187.8125,75945.2472,6717059,23984146001,93805528.625,4034,1585.6889999999999,10427,261400,270
8/6/2017,244978437283443120617,12563169019,227373766902,21.29,5250459,264.56,21265.625,76031.0312,6718368,24293412889,93826794.25,4032,1598.932,10463,265127,292
8/7/2017,323349086525577669314,13825333409,228313566463,20.92,5302339,269.94,21621.5625,78413.598,6714909,25187717437,93848415.8125,4094,1619.9679999999998,11867,281172,298
8/8/2017,339083820207351773196,15480719454,229740022583,20.88,5357059,296.51,21635.3125,80067.1003,6716451,23836962422,93870051.125,4093,1636.256,13278,318866,306
8/9/2017,268527475016345604111,14138834844,231163288718,20.85,5409615,295.28,21729.375,80473.311,6715690,24062207266,93891780.5,4113,1661.335,11373,280308,304
8/10/2017,313147657539911794988,15013390317,232572401398,21.07,5469308,298.28,21463.75,79867.4397,6718003,24244829373,93913244.25,4029,1650.1270000000002,13581,338241,340
8/11/2017,354162104364810446316,16970909183,233974244876,20.79,5529892,309.32,21902.03125,79800.4549,6717068,25055821756,93935146.28125,4105,1640.151,14429,356682,353
8/12/2017,344986095505773107330,16866888987,235416818231,20.73,5585573,308.02,21920.9375,81155.1032,6720718,24802395477,93957067.21875,4113,1692.527,13642,338654,342
8/13/2017,304640582603318902986,16412188461,236821248992,20.73,5647075,296.62,22034.6875,82477.7754,6720021,22053673388,93979101.90625,4129,1690.846,12993,333011,350
8/14/2017,345515738014742404303,19420639505,238714664858,20.61,5725888,299.16,22038.125,85027.6468,6720094,22124106465,94001140.03125,4133,1728.855,15655,410061,344
8/15/2017,383745249085415778328,22420514846,240577223651,20.73,5810917,286.52,22224.375,84680.7779,6721524,21732658516,94023364.40625,4132,1734.349,16403,413246,392
8/16/2017,1168463266334638923884,23252716251,242658597704,20.43,5866922,301.38,22565.78125,85419.7948,6722669,34716303601,94045930.1875,4166,1713.531,17360,413624,437
8/17/2017,690546642141729588619,22078488852,243886423686,20.61,5934207,300.3,22532.96875,85593.3951,6718785,29045025650,94068463.15625,4144,1738.425,17330,428007,455
8/18/2017,1018695224863609907914,21706184631,245761461159,20.68,6004737,292.62,22310.46875,85743.5067,6714227,44653492844,94090773.625,4136,1745.4460000000001,17335,443356,407
8/19/2017,471918343256437655126,19220763789,247668310053,20.29,6067912,293.02,22564.375,89581.1457,6711012,25853813413,94113338.0,4211,1795.854,16348,377418,380
8/20/2017,293147791082707541172,15896801546,248609963082,20.65,6127189,298.2,22132.5,88118.4535,6709809,22972240493,94135470.5,4156,1792.5929999999998,12825,309926,340
8/21/2017,329868824320952789105,17401005729,250521081356,20.31,6186106,321.85,22745.78125,89205.8842,6711475,23061643547,94158216.28125,4233,1785.0870000000002,15179,392880,401
8/22/2017,325350122318110116393,17186834718,251956303008,20.38,6252808,313.37,22522.65625,89615.1901,6708686,23423033219,94180738.9375,4185,1804.398,14259,364727,409
8/23/2017,315881361228438612338,17213958732,253335707374,20.38,6322823,317.4,22610.0,91496.916,6710940,23256200293,94203348.9375,4216,1843.057,14352,374711,392
8/24/2017,322859895183154977415,15605369701,254762113304,20.51,6375451,325.28,22531.71875,90336.1265,6712606,24488987225,94225880.65625,4184,1828.1889999999999,13796,352465,411
8/25/2017,310136759482145446983,14108202514,256217053121,24.18,6425907,330.06,18820.78125,89994.9238,6712044,25311366617,94244701.4375,3554,2154.673,15772,352621,269
8/26/2017,297916682977333742044,14015346534,257632939588,24.58,6471420,332.86,18565.78125,90955.4417,6714048,22816054496,94263267.21875,3499,2200.006,14625,306268,269
8/27/2017,275335440066792045568,15001225365,259059618924,24.43,6521068,347.88,18635.46875,90454.326,6714308,22152769744,94281902.6875,3514,2180.133,14945,324173,271
8/28/2017,323120549329009327805,16485319187,260455255801,25.0,6574380,347.66,18425.46875,86753.1361,6714858,23023333378,94300328.15625,3446,2133.303,17757,363799,303
8/29/2017,516170615619647865068,20167518335,262348889735,24.22,6636587,372.35,19080.15625,92088.0857,6720141,26062902403,94319408.3125,3541,2204.097,18455,394649,349
8/30/2017,433380111261617053561,18328764907,263785994685,24.21,6703644,383.86,18943.90625,93823.0467,6715003,25922353625,94338352.21875,3531,2231.15,18827,400220,329
8/31/2017,737552600750382680364,19022461476,265703182706,24.64,6771516,388.33,18766.09375,90901.5865,6715657,36202779201,94357118.3125,3473,2215.5370000000003,17436,384421,347
9/1/2017,515416187021540248254,19038356374,267111941592,24.43,6837885,391.42,18829.375,92728.0146,6718999,29038234385,94375947.6875,3521,2233.569,18436,390997,308
9/2/2017,613662115947220532737,15951133510,268524290903,24.2,6892287,351.03,18848.125,93720.5494,6716871,62682734227,94394795.8125,3541,2231.26,15334,331797,288
